299293352,0
299942248,1
299913879,2
299912151,3
791298,4
109249612,5
299814842,6
299830996,7
299934703,8
299273864,9
178890709,10
299939897,11
299941050,12
289779190,13
299777664,14
252322225,15
299949290,16
299954138,17
299825001,18
299934123,19
298888038,20
299798467,21
299817990,22
299972194,23
299694523,24
299772450,25
299961775,26
298972312,27
299133543,28
299912085,29
299696307,30
299451477,31
299915364,32
299117909,33
299804373,34
299975649,35
299965875,36
299898026,37
299912041,38
223424757,39
299809756,40
299861625,41
299823274,42
299996869,43
268707300,44
297756776,45
298324599,46
298997422,47
299434007,48
299469711,49
299813480,50
298833093,51
299921761,52
299827325,53
298846345,54
299918253,55
299946732,56
299933541,57
299918857,58
299930032,59
299907267,60
299828023,61
299821418,62
296800760,63
299787238,64
299912101,65
272595271,66
192896823,67
299906704,68
299947212,69
299836800,70
299814183,71
299173332,72
299808560,73
299827911,74
240245142,75
299781837,76
299429659,77
299982579,78
299964154,79
299304439,80
299820850,81
181585672,82
299950903,83
175940204,84
299902870,85
299986548,86
298698798,87
299798977,88
299651196,89
299785089,90
299435706,91
299027981,92
299793337,93
299928807,94
299697224,95
279633914,96
299170525,97
299451483,98
299777722,99
299818044,100
299173311,101
299389988,102
299425707,103
253277687,104
299440739,105
267147145,106
299805494,107
299816782,108
299925086,109
138028910,110
299768605,111
299918278,112
299437612,113
226502635,114
298972803,115
299775409,116
299898438,117
299779564,118
299831571,119
299846787,120
297366611,121
284332710,122
299823332,123
299775313,124
299693260,125
299443675,126
299833903,127
299800661,128
299180968,129
299974496,130
283470354,131
299844825,132
299593086,133
299809746,134
299789055,135
299941605,136
299940430,137
295183441,138
299792812,139
299956352,140
117508725,141
299900347,142
299777707,143
299820374,144
299807267,145
298991720,146
299126045,147
298473774,148
299310566,149
242564492,150
56873206,151
298865682,152
299981889,153
247976358,154
299588872,155
297872977,156
299775963,157
299827280,158
299783950,159
299555776,160
298326616,161
279488401,162
245542737,163
299032594,164
299287141,165
299784650,166
296711040,167
299721464,168
299688857,169
299796840,170
299911496,171
299575786,172
299555264,173
298057503,174
299073195,175
299924482,176
299928862,177
287364855,178
299038169,179
299844359,180
299696747,181
299854766,182
295177956,183
299421423,184
298473162,185
299987103,186
299801977,187
299850426,188
299992213,189
298120979,190
297336194,191
299286673,192
299295158,193
299824059,194
295820907,195
298303291,196
299321735,197
299959624,198
298456022,199
299314143,200
203180788,201
294595597,202
298973980,203
298279465,204
297333118,205
299711779,206
299168209,207
230814320,208
298856546,209
227785463,210
297215187,211
732526,212
271361457,213
299567817,214
299765217,215
295817517,216
299439906,217
298886601,218
299949869,219
299777088,220
284567106,221
192296870,222
299589943,223
299587339,224
291823213,225
299282760,226
243386345,227
297343949,228
245682307,229
243654896,230
299669623,231
242056939,232
299814194,233
295430488,234
299407839,235
169044045,236
254619647,237
298983470,238
299406744,239
275771020,240
293228873,241
299326744,242
299456563,243
242605842,244
299900770,245
295192536,246
299120900,247
299777082,248
298999983,249
299796775,250
299584782,251
299792293,252
298872979,253
299159076,254
299321753,255
228581019,256
299438810,257
49594975,258
299047279,259
232547894,260
181151499,261
277013740,262
299352779,263
299802551,264
299434053,265
299585706,266
299181999,267
299784603,268
295232600,269
299830396,270
299718287,271
168894942,272
298277801,273
299281095,274
299698552,275
299178041,276
299800704,277
299906171,278
298465609,279
246736789,280
59839018,281
298988619,282
212338749,283
294186311,284
299292689,285
298347167,286
247092153,287
299308213,288
299585725,289
299472636,290
299799560,291
293223979,292
240320903,293
299793275,294
242103622,295
282217659,296
299824047,297
299298753,298
299444828,299
299496976,300
299699892,301
283829467,302
256556861,303
293442788,304
208210451,305
299281103,306
256914659,307
299928224,308
299596302,309
299469182,310
299905657,311
299945076,312
282070217,313
299130717,314
299152152,315
299811137,316
298121770,317
299809186,318
290913488,319
299823375,320
298275397,321
299696743,322
299056955,323
299572638,324
285090250,325
215868127,326
710321,327
715422,328
299936493,329
299963428,330
299186070,331
123578743,332
31147162,333
298896175,334
299405244,335
220295926,336
145563294,337
149167369,338
296772080,339
287557776,340
297944011,341
159583876,342
299565844,343
299126648,344
299838010,345
299222010,346
298299208,347
299139154,348
299789025,349
299775877,350
299821998,351
2560753,352
192436327,353
276961071,354
295957106,355
292365199,356
299817353,357
290166299,358
299161073,359
149305509,360
299701384,361
298482492,362
294651795,363
299006309,364
299695921,365
298497876,366
299128961,367
297486450,368
299697677,369
242427529,370
716765,371
714237,372
296980007,373
195268209,374
296710308,375
299576713,376
299164260,377
812372,378
299434632,379
293173038,380
298347895,381
299709818,382
299446027,383
299271370,384
299659576,385
299438741,386
298839391,387
238413323,388
295210482,389
146992350,390
263078255,391
299282748,392
299192263,393
