3816675100803579149-230,103
3818278360615694357-16,104
3865375305537252551-1,105
4045970399619124073-277,106
4060646113776968959-46,107
412590640320242445-51,108
4308297535968839471-5,109
4467673082040958112-113,110
4566546059674812060-180,111
5065486247185322118-3,112
5065486247185322118-2,113
5183213143309767299-1,114
5539221316027921071-2,115
6085726582679285483-196,116
6267418203427532711-1,117
6285536677584551423-1,118
647936534401341855-97,119
647936534401341855-98,120
6929454216303723738-2,121
7526110617742801707-6,122
8057857994509223487-541,123
8095872831731271393-17,124
8282201629831448089-382,125
8388095049272682350-2,126
8399893594985228661-63,127
8408219732665861458-35,128
990684528170067166-37,129
1004610444220481447-151,130
1045115353074044112-34,131
1702343158598892598-1728,132
1765006301947332791-319,133
2260656308344410574-1,134
2498839517949965719-1,135
2510267408011566780-52,136
3179176004062631819-774,137
3740348068794552539-19,138
3913343183847616563-233,139
410565202465405635-11,140
4120359855961298152-49,141
4503300750544724019-390,142
4582799452882800650-23,143
4941878832161441512-168,144
5096939027070542831-1204,145
5287513426147231840-806,146
5289287788808694360-54,147
5327750582490538899-2,148
609559614339221222-2,149
6245470512523089808-2,150
6277025297874708803-40,151
6310573759865445024-350,152
6348833075197896713-308,153
6348833075197896713-311,154
6815032550913260329-158,155
6986990268208878013-34,156
7370870004061873598-11,157
7539149425506300161-788,158
7720566713789125851-17,159
7838713116582125594-3,160
7844215575139241927-363,161
7914706489758408398-42,162
7996787734336539621-49,163
8481752484813823395-1,164
1114151312934794378-4,165
1256735628774573339-53,166
1439849978888132876-46,167
1446675377714639097-46,168
172474321771869918-5,169
2227773501847564547-57,170
2273568242642452474-853,171
2438896570660136460-1,172
3323724906627500711-132,173
3391807323806801133-8,174
3401785662411197018-27,175
3553646939950357505-275,176
3595961438770986403-1948,177
4685601152897693809-654,178
5129953762010878086-422,179
537923781696840987-321,180
5552601917223606989-229,181
5676191611235013114-398,182
60249033904035315-139,183
6276072583995838106-147,184
7189605921597848572-39,185
726090808741994284-41,186
7755622116606107640-538,187
7855666288802991383-1,188
7948832384285517369-1566,189
818191636463521962-6,190
8324769883838151388-238,191
8504313157745722283-1,192
861586405482767883-3,193
8841705993010457831-2,194
1587455785572051705-696,195
1689913351499232862-64,196
1917946462475400228-18,197
2335837163945175026-3,198
3194955284548395237-29,199
3357445523823772357-2,200
3455326917985872824-253,201
3866110728492363241-1,202
3909303994817350779-10,203
4079072073364596114-1,204
4097868241796385227-523,205
4097868241796385227-525,206
4336162313101104905-20,207
4383078036192139016-15,208
4421151873300242849-1,209
4659002892887066953-153,210
4837005291359945995-302,211
5037238187139741191-2,212
5192445656548714734-2,213
6044414821261022674-2009,214
6044522294256856457-2,215
611177249249121670-287,216
7575245747984177644-774,217
7799959965973446511-2,218
8294263053375868563-1,219
8494921541738143060-3,220
8976098229818584031-188,221
1129963011841040057-1,222
1362682675052596182-1810,223
1777072527276763113-113,224
1903808353555830607-1,225
2301020479711732693-1,226
239262175584136167-515,227
2439555242549649154-1,228
284119518435695096-1,229
2869452701170253857-738,230
2869452701170253857-744,231
2970680308633565904-187,232
3018472522870557881-62,233
3396531190832503110-5,234
4751641699692652242-2,235
4755165836318242201-51,236
4878762346392493158-45,237
569538215721939985-1,238
6258075215039676460-1,239
6563194596595135384-9,240
6647047734147190730-1091,241
899537818811882186-143,242
9142483832654364497-1,243
988447928232873936-597,244
1002109532017576768-165,245
1486776177394524767-2,246
1996484432012961607-114,247
2106015881976709852-310,248
2325049812401259369-7,249
2353056929071309897-71,250
2490959773360357361-885,251
2570048744260344198-194,252
2835765249723102414-194,253
3184209602813477147-2,254
3195762691152723024-337,255
3493775950531563953-420,256
3499760046811690210-69,257
3500347993543358212-81,258
390989441588177332-49,259
4135664920387779545-29,260
4226181201515290048-1485,261
4430564706444676656-35,262
4487425744111542410-93,263
4490479903912574775-331,264
4586694584455140390-771,265
4613812028749514520-33,266
5034557693739252794-26,267
5176293646053189624-1,268
5692720101392959568-67,269
6221725141528893984-498,270
6242463940880024853-392,271
6470439933076890651-543,272
6501695393629452399-526,273
6577198766965438926-1,274
7233941473161561683-115,275
7397729969385383120-151,276
7778405560884633008-15,277
8033105131670366209-338,278
8408079433316782769-1,279
8624685457371672103-1,280
8942029084655723095-1,281
1502317645404080346-3,282
1512885060236964570-207,283
1872670021048385968-1,284
1881637444587088476-229,285
2109441195709060950-227,286
2686322824764542626-1,287
2772654794128427375-482,288
3937635291314590577-68,289
3949403682074482881-335,290
3998039153001268264-383,291
4834072717787209715-2,292
5299643148216576068-420,293
5926353785300286190-1,294
5945336200652452551-751,295
6053136512539208689-127,296
6496236163827329019-34,297
6507446754321707421-2,298
6634222553647732238-1598,299
7195061294605294041-3,300
7475348377776730464-959,301
7870721922954586576-767,302
7907227628864667980-116,303
801911219338765397-6,304
8027920805521357597-21,305
8543366586698665214-1,306
8936315743021701370-700,307
9012370787693465114-643,308
9156163256220853031-226,309
1077689926934799596-1043,310
151914038329824289-259,311
167086654650359600-403,312
2559174243566413813-14,313
2831132109586853533-510,314
3385582279782397069-111,315
3823907950332689837-134,316
4144131469087263119-205,317
4167206649096715617-348,318
4244054742290189430-447,319
4509370535897554398-468,320
4975833447741112378-1,321
5220711519175773706-93,322
534733857983284163-508,323
5355059539324815461-11,324
5397227781541139748-42,325
5512267621687460012-54,326
5543653421601664271-56,327
5692555436616520226-184,328
5703995253847822739-1,329
5708567225049117019-171,330
5766634912258629949-412,331
5973534683905582152-1,332
6019513932346377175-40,333
6529558890933902915-5,334
6560440989971016082-542,335
6687985412546640732-135,336
6821485734968414161-288,337
7783298580946121307-2,338
8340609676075028312-167,339
8375116783259041832-9,340
8464560482324336569-25,341
9070467350023333965-1255,342
9070467350023333965-1257,343
9094891175477593054-43,344
127070294000163887-537,345
1953678026283485294-1,346
2052066101946196788-410,347
220247784171595349-1,348
2696938948826249262-123,349
2815255659906458923-318,350
3008739607289054558-1,351
302528559906220835-301,352
3750045254551337372-91,353
4397015385457411582-1,354
4549242585574925014-113,355
4623879041250430783-3,356
4767737557779578422-9,357
5265527492905034181-7,358
5504451030285115237-313,359
5573814301139804076-445,360
5618960802575522116-99,361
5845556229136874647-244,362
5971539289372411040-142,363
6316072503488800703-10,364
6371318788077216390-2,365
6810952593960023719-472,366
6813364694829221327-22,367
7345325591653852592-1,368
7559432619008873970-104,369
7896983101066207082-28,370
8400683229023628806-67,371
8456598175537763261-217,372
8457004419385047140-130,373
8580428228863005441-3,374
8731900949315131169-432,375
8934386164565736973-7,376
9114163909226241283-1,377
9160685276976871752-48,378
994443659640409186-48,379
997830477578320230-1,380
1337331141062778269-1,381
1449180507507045295-2318,382
1685825315704877401-532,383
177822603990320910-641,384
1789246822492271837-62,385
2044409197518201807-39,386
2064715124291600817-74,387
2112896097486217652-37,388
2120137777402465731-313,389
2210649153713565644-2,390
2348411647071803932-10,391
2564116694359279226-34,392
3526632999956488163-186,393
4424205595047726310-1,394
4666287818909204212-169,395
5632934809452157112-587,396
5765812967242860007-219,397
6358270355309451113-1,398
7008994248939537129-427,399
7617172926718018304-69,400
7685289767981326037-865,401
7707364490977057704-341,402
7820966998910160095-5,403
7872874165466722833-48,404
811113972749939631-1,405
8424376918645147363-36,406
8497380779836247476-581,407
8579233794163017264-2,408
936763769272804130-140,409
1012012094517511217-1,410
1460267510356574628-992,411
2055716089703921307-357,412
2244635586409067795-1,413
2477455524323251766-1,414
2559358059571446964-32,415
2994498960319429320-2,416
337392166766209001-5,417
3708205383947442632-823,418
4086929260756256102-378,419
4146508767915183590-188,420
4157793605501631335-199,421
4181598496111682463-13,422
4189574224611732511-1,423
427800309196880596-46,424
4509688784406535327-1,425
4552807434264800184-2,426
4591297299065234296-131,427
4823893409025849585-89,428
4838222059919433504-91,429
5612640320150795277-1100,430
5962005204997191618-372,431
6047890695220953711-401,432
6172113643623693703-170,433
6227463020271066589-321,434
6227463020271066589-322,435
6266009819168017663-166,436
630101472253392904-1,437
6977889047826031749-105,438
7005905544691743849-97,439
7478903472602858016-26,440
8567973008363090334-5,441
8866406650529445788-1388,442
8947565052687117759-2,443
9005437748419881247-73,444
110561668103660088-208,445
1136386594991528001-33,446
169310863610415076-2,447
2248489692423528174-613,448
3217990701712978889-1,449
3217990701712978889-2,450
3783114561407678488-45,451
3832791613454519144-7,452
4397939782678351513-4,453
4606178630613929555-7,454
4720904572963826147-37,455
4914009197358567034-378,456
495197588845873962-183,457
495197588845873962-181,458
5107896716970490005-534,459
5134227559535171851-1,460
5143239770831837013-76,461
5966889158300709681-2,462
6515599611555863360-84,463
6631245295386062470-52,464
6721203535694094424-704,465
6937088550734663136-21,466
7201576257482073690-8,467
7244747361721885640-2042,468
732149676162884454-4,469
7667283920767468610-126,470
7681060930285280450-399,471
7832869594533280167-1,472
783894527157721407-540,473
8354624330479798666-17,474
8354624330479798666-18,475
9031982587645349150-1,476
1372819326162066333-583,477
1378835776542693670-218,478
1465842463829550014-7,479
1876181839709830040-49,480
2239379645921099855-201,481
227641127973894698-160,482
228098352986389315-74,483
2368109140185549344-1,484
25940899520397805-273,485
2766832167099246023-422,486
3122835052730049078-1,487
3265051714935196405-16,488
3265051714935196405-15,489
3384731115957604151-347,490
3436767492411980265-125,491
3524364140535237233-252,492
3686591536571701201-161,493
4041286175159990353-8,494
4515381415665016596-1,495
478185511171512411-1,496
5025959392577343549-5,497
509341251180955224-3,498
5443237867932953224-12,499
5714249204789390228-130,500
582656738050318982-13,501
6133974604603046396-5,502
6336576771806512498-14,503
6593209692070736983-23,504
6724868469975485120-1,505
7002420801500405594-515,506
7103361956128610798-19,507
7432683177751658039-23,508
7442795553699485865-3,509
806091218898989897-361,510
8147687583478785470-1,511
8207992811258347082-36,512
8514925996095549435-15,513
88632509895835764-210,514
8918897730829230581-1,515
910734747041968237-11,516
9117869611299723986-6,517
919030918658018342-318,518
131088253131057708-5,519
1568950334923713774-531,520
1905837605298170342-107,521
1906305164059889632-274,522
200136084386604959-66,523
2888341782672542639-1,524
2910979648986620259-595,525
334986400962419882-72,526
4806638090191374867-301,527
4833853189123738619-4,528
4876685248699392980-1,529
5097681193187145532-4,530
5100853026535318849-1,531
5366593622485333745-1,532
5389876244969022577-530,533
5738167950685060753-1,534
577885394460231150-85,535
5812246812165783522-26,536
6201694973158920164-383,537
6251363516890829952-1,538
633072326802985795-378,539
6584545239681663153-126,540
7326243786396499678-13,541
7404685604492583018-4,542
7409759309423335804-186,543
7409759309423335804-187,544
7627833439231069841-1025,545
7851669727231732763-450,546
8134864297183705423-36,547
8204172261664238140-292,548
8644984061195672163-246,549
9084502624561865852-1,550
148774473157688956-736,551
2711421879185608036-264,552
2960238633218963610-200,553
3226664031674792320-147,554
3363907130282958754-645,555
3959548270214529187-936,556
4768944201064376-1386,557
4886325942745380565-2,558
5082389945656064454-159,559
5558272841765214935-1,560
5895827111947860215-134,561
5960592315374007231-473,562
6361863756869255844-56,563
6566171545750485589-1,564
6614237456824619854-2,565
6760510728499926712-33,566
7264725681326326946-1,567
7304478322364840803-11,568
7368977993732824400-1,569
7813110722041940881-3,570
8134220996990044682-1,571
8311005776493358137-2,572
8332826018538412109-1,573
8410894921812845876-3,574
884757066767367272-2,575
9008708628009899080-14,576
1271303410493343308-132,577
1295416503640804730-976,578
1697938558035001988-1,579
1701966356890317676-1,580
1972937544402010960-1,581
2218440288812483875-47,582
2814169110418602389-380,583
299362958615316883-293,584
3156683775827593685-39,585
3388326725226033283-606,586
3539037827747296444-98,587
3622135587942129291-99,588
3723786150921114383-9,589
5208169360008988538-795,590
5530025743793116403-148,591
5774401007745096773-165,592
6046166356196244758-57,593
6046166356196244758-60,594
6233150497616411949-30,595
6251021268126853509-1,596
6270190725031232720-213,597
7386727744938009065-104,598
8106674631486908304-82,599
1434548563252148969-1133,600
2108167621963532036-1,601
2608782765097875169-17,602
298573921630903275-6,603
3277014246736826693-1321,604
4717951714210408290-165,605
4768875586679503157-3,606
500682468197734970-248,607
5384276518176837472-26,608
5540727170175553912-698,609
5541964709186516564-161,610
5604657371822253795-796,611
583497220210964509-3,612
5876579520938017395-100,613
6403535131606031613-1,614
6525879486935710868-11,615
6666278145318910966-171,616
7187587037898037687-1,617
750878216027708600-177,618
7551555846514925786-329,619
7618427611185338155-351,620
7631001316885779812-935,621
7732590672334968336-53,622
8122171234312594655-7,623
8175584804815146739-6,624
8823401920400119388-200,625
959838038691431242-2,626
141166239269063963-31,627
2446998794532337143-4,628
2763780614305282808-868,629
2832358820991882134-35,630
2863693635302836175-479,631
3155825568284940495-1984,632
3174633638220063857-2,633
3384433517795277985-1,634
3720590622230784430-972,635
4004197852658870438-2,636
4080305136989531466-135,637
421076211346135617-346,638
42200249923388607-1,639
4417068888399604654-19,640
4796771678440716231-1,641
4903318671613597343-6,642
4915929790762477702-416,643
5027781029941337822-11,644
550439131745572181-51,645
6071253590886673091-1,646
6841453433072467911-28,647
6956628397016023370-254,648
7342726307509469677-21,649
7501370837366554392-107,650
7650299536893691386-2,651
7872835081262031252-109,652
8041643956173210683-45,653
8236440948008526064-326,654
8517279633886875741-1,655
8527376320373654330-217,656
9087290449140048947-1237,657
9115651161879227920-1,658
1013748730161670302-527,659
1165351300386089091-2,660
1217858675669681450-227,661
1301960071040565848-2,662
2031386830914978665-8,663
3136196167597455182-827,664
3387183868816671548-23,665
3519073385193406897-289,666
4379550893080711128-106,667
4434329438532984409-440,668
472170521097657831-759,669
5319990414072964676-541,670
5492252154962600200-276,671
5659074993994286673-400,672
5659074993994286673-396,673
5709646640351891372-275,674
6072323342676962987-28,675
6263960935142874910-1,676
6389399414966155979-101,677
7189340428163459951-381,678
726081364115177343-1,679
7728136537808933196-289,680
7994938944173937282-378,681
806222352878592365-378,682
8162550042885693429-387,683
89782831084559092-231,684
1035440827567730949-228,685
1289704321731889950-1,686
1515160667035797696-13,687
276271062669178285-333,688
276271062669178285-332,689
4287488861801398294-1,690
4962170430920859236-43,691
4972278821137748375-2,692
5110167079728531214-1,693
5478504729163838955-3,694
5698079670821800514-146,695
5833502824358117290-2,696
5870651027281971650-305,697
6179620503434488144-16,698
6571298744617006597-400,699
69986935809177350-900,700
718393544453896502-3,701
7481963967451368204-552,702
7580267926293519658-45,703
7646105338145016105-61,704
7981480926141302947-850,705
8173611623825335122-1,706
8883367021113455514-389,707
1229197114518696733-200,708
1339301959799163228-165,709
1622150565807551407-81,710
1648175808505786586-103,711
1726346992149133850-1,712
1809824552026946820-15,713
1839521918722119342-54,714
2133100443926679535-41,715
2182988151275915556-12,716
2204789959328372781-1,717
2563687760273156731-5,718
2618034880572655930-1,719
285468632071519952-199,720
3352235444967690383-482,721
3552123618111794526-315,722
3901904414599909725-685,723
3912164851058276029-11,724
415660279209316259-300,725
433368386307460190-668,726
4470216106515542520-8,727
4581168817012331593-1,728
4603645604926531629-7,729
4643036334820355782-1,730
4724463430104192003-92,731
4742503010014048164-5,732
4742503010014048164-4,733
4794299920445818659-79,734
4838810152552298239-366,735
4873342711853586921-88,736
5061502141031511866-10,737
5180096307015644231-13,738
5482802711411788869-58,739
6334993419271526123-1,740
6378270325726790070-24,741
7242413102881686755-63,742
7391730917990826726-2,743
7412872555155634279-706,744
7507741403409420557-294,745
7523915760660186994-3,746
7526700561619128741-29,747
7565679313949686549-15,748
8091342023484180156-103,749
8107752028365050482-153,750
8107752028365050482-152,751
8208288983614860205-1,752
1168379681809910139-183,753
1214670860818662901-1,754
1879093616937333296-805,755
2888124100845052446-3,756
2924543555196102784-48,757
2951702196777817308-62,758
3203093118020564173-2,759
3507232654304873080-1,760
4653194593896449394-2,761
4929420051137894501-164,762
5319845433061431516-50,763
5466858628952923225-24,764
5850251066501342996-134,765
6160883429432222550-28,766
6301882592967115318-22,767
6344006524104179327-16,768
6660726182787523625-110,769
6749482828764608003-1,770
6838274349827171786-1,771
7546012564239242353-1,772
7743744204187531551-9,773
8008660930920275364-2,774
1056122757266088911-11,775
147060501915569833-1712,776
2059119447626153018-45,777
2317186740908346860-16,778
2401454312772686632-151,779
2725635205864683092-154,780
2761338233778149586-338,781
3011592431934625853-81,782
3744236448697080368-977,783
3923457849079035643-3,784
3983535538020902181-186,785
4008005603140604521-17,786
4236447208382230664-493,787
4251519296639601678-504,788
4286053878868027983-1,789
4328311100014019419-7,790
437305879285612043-229,791
4515142168806783502-1,792
4848548793364019079-229,793
5395341389047059450-612,794
575566331164025054-5,795
5804189479234401709-347,796
6271864044221114122-20,797
7927196834497035466-515,798
7927759153105549697-22,799
7971045195025398508-8,800
9137257445824782699-729,801
961022564901938250-1,802
1310824557010082275-183,803
1315353767600566864-9,804
1332358440800893867-81,805
162886756446029129-528,806
1698683099189126951-1002,807
1914895077190992395-1,808
1947103651030991817-39,809
195946111755164953-384,810
2491086367427530538-1000,811
3009180726167103693-45,812
3277941113652279631-5,813
3466406224224687964-1,814
3793364260297570481-332,815
3967856115724225937-293,816
4986735831326802283-915,817
5014362370992846894-1,818
5023622621075076044-331,819
5527033908171353089-223,820
5545064301206532256-1,821
558199209938063859-194,822
5623983990246673844-14,823
5871584744555224899-316,824
6290768561912534482-1,825
6321608707735807974-8,826
6894665260378992150-1,827
7028536655090000348-302,828
7374628783368059939-280,829
7444791347692249039-4,830
7816771988339251101-156,831
7877036491288396069-5,832
8256286024798531733-32,833
8290891916360141767-308,834
8394798251850459369-1898,835
9195380332019844428-242,836
105088028654787207-1,837
1116270815014233534-13,838
1246422939853586542-153,839
1612823434488512170-1,840
1672737571137139721-12,841
1824245076443686323-262,842
2263689641822144232-1403,843
2591883146766776619-1058,844
2646983956580080265-5,845
2854800892678910584-44,846
3431624518179412290-512,847
3510394244167289069-692,848
3621636517079287343-8,849
3909713665939921166-834,850
4256210977213492199-74,851
4483243274896146783-11,852
4632853448429239614-21,853
4702851124604716854-191,854
4831205466306519382-128,855
5013490934963710228-199,856
5069772701848772663-96,857
5206848318274867926-1,858
5286764409679015375-10,859
5776814882455225649-30,860
6997828918834949932-1,861
705307189328300254-3,862
7317292851131017012-730,863
7792687400927284139-38,864
7974593246029992943-16,865
7990937207207555893-2,866
8313959034649114146-128,867
9040182324457748026-6,868
9197118638357764074-40,869
922660213366806357-2,870
939689041434207883-85,871
1067177964390687393-1042,872
1766563712977695995-55,873
2033981893069464917-81,874
2245813957842176180-133,875
2580161815979898682-1,876
2893288824696068459-412,877
3306685439928065244-970,878
3425942173392909077-2,879
3660486605040667411-316,880
3840855693672833499-54,881
4303354518226282101-98,882
4485488176991865315-41,883
5048088949536155428-143,884
5637219992810084667-1106,885
5642026125667146153-191,886
5813107682526956082-5,887
5980432074847124083-1052,888
6107570713346874267-544,889
6403805005850456254-107,890
6704440991335385913-1,891
7322608654925432923-2,892
7546112886019155334-380,893
7551557001946177943-1,894
779097529832428857-715,895
7878690388671974677-414,896
7992634011348193994-1,897
8123791532197642994-95,898
8656666849004963588-24,899
8731688245318151843-19,900
967841675887846614-1,901
1182778662766618264-1,902
1632481461147652880-1,903
17318061815703619093-1,904
1936549318737090873-328,905
2350477706697820354-163,906
3096135830916127256-2,907
3238163858151343559-249,908
326965278956923169-1,909
3531307737026229565-26,910
4106382237086295886-80,911
4545635788067546050-5,912
4661905483386671894-139,913
4875393752031860120-14,914
4999973156802034370-146,915
6092638331837729515-1,916
6450931358437797006-1,917
6463297131921756201-33,918
6800799901167087509-10,919
7382268057053855313-109,920
7496648151404714862-1574,921
7758064716014651854-401,922
7822562282908216573-1,923
8031911633291229816-124,924
8632420470093896268-1052,925
8666252447212249920-75,926
1107334036044230718-1,927
1555289590155137127-835,928
1680658667475127709-8,929
1794130969170470705-7,930
2274907658368611080-6,931
2387116784214545632-363,932
2707375053626480208-30,933
29655973290168915-150,934
3595512348426031593-127,935
3914982031754783676-182,936
438806081303891915-5,937
501044735857895670-376,938
5244756056100205354-248,939
5308647457030882805-4,940
5688671862760236602-454,941
6004987880502854016-54,942
662771901199615015-1,943
6636747960235397433-123,944
6976523716356695422-8,945
7701969423826761098-1,946
8325912203522118595-46,947
8367950377048076243-39,948
842301405323342554-5,949
842301405323342554-7,950
8470426278066307749-267,951
8516215585864695016-2,952
8601041589366646000-359,953
8916422257703749050-25,954
8950368077193530361-1,955
1052612446078436916-2307,956
1217501948578374078-292,957
1833709801475768860-1,958
1863356264207972506-2,959
1929989649556538014-71,960
2057930351549544923-357,961
2058545472457770939-592,962
2083894631467764593-46,963
2374687771649130285-52,964
2720503742146620764-104,965
3125424475583363424-310,966
386627249440482848-1215,967
4857327083772041404-1,968
5447363871161268116-5,969
6033890519327506713-1,970
6546067216141849819-1303,971
664322672156334168-2,972
6907793686909802453-17,973
6920541093996924497-194,974
7040592731380218606-2,975
7071666592113869129-999,976
7466692451085577657-32,977
7483672892003891498-782,978
7768563694908309603-8,979
7842391236379688419-18,980
8039298577616151583-1,981
8566148386005013165-421,982
8699611664361571739-1,983
979322488474312568-2069,984
990720107584199058-393,985
1813267822906640877-238,986
1824511712392722757-278,987
1831532210065724954-1051,988
237387375152273757-1,989
2469667464413519075-157,990
2875120546190010081-13,991
3226627150763226699-408,992
3772299043486046425-75,993
4071111183971701096-127,994
4100930944331500084-21,995
4451405829069332953-40,996
4513527080691168724-77,997
5028404246855024932-275,998
6033673632019952595-913,999
642120229515769960-7,1000
6934328686355975126-4,1001
7898979191442170873-1,1002
8034329399201996645-3465,1003
8034329399201996645-3468,1004
8058959284312143911-372,1005
8349070890520629894-18,1006
1401097962160748480-1,1007
1909932534389667284-32,1008
31479277068897704-564,1009
3358843359461682379-3315,1010
3371777284241155372-534,1011
3512459200010564679-552,1012
3817531216656412835-74,1013
3817531216656412835-75,1014
389663275914347996-858,1015
4703930209362491983-104,1016
4747081415064040461-5,1017
5234331680837124374-311,1018
6610910630950738542-186,1019
6631099227829251718-250,1020
6660163048199523187-1,1021
6818129162206705572-20,1022
7344943975219703258-1,1023
739246714455476497-480,1024
7418353633541536423-228,1025
7430647053984533004-13,1026
7793529583864792022-281,1027
8018755341013250410-44,1028
8027206067061076491-416,1029
8449083984307754390-6,1030
8472935316364993675-82,1031
8762397794101954208-1,1032
9103872188262210282-607,1033
93130435975685978-5,1034
133179485589015424-17,1035
1647927366134835203-1,1036
177502521587329307-126,1037
2040952131047875222-456,1038
2065251196330995840-275,1039
2333624130441678351-1074,1040
2397715341894345723-1,1041
2470905415728957482-1,1042
3105893352360523860-86,1043
3379214127413459880-136,1044
3484585674012789721-47,1045
3795498541234027150-571,1046
4069706321649814245-6,1047
5302749736755073208-596,1048
5334992588856157236-1,1049
5432234896147574983-6,1050
5436342392418743896-223,1051
5436342392418743896-224,1052
5507891526759589722-3,1053
5876855004472036082-7,1054
6084298312800766593-15,1055
6915217658142853407-2,1056
70318211036396188-843,1057
70318211036396188-844,1058
7141387053939375443-558,1059
728961204108015302-8,1060
7541486557753884971-216,1061
7741199633604302957-127,1062
7832127626048014004-2,1063
8719298252519985991-224,1064
8981174911234357258-13,1065
991541661906327463-47,1066
133149906140337355-141,1067
1345154557106668959-312,1068
13578933974203543112-3,1069
1431908391093969902-2,1070
1859563133636858782-22,1071
1962589580909885025-7,1072
228290265052152571-4,1073
2689119995224387820-214,1074
2959237218623609262-1642,1075
3450299104569124006-191,1076
3847055354454096897-105,1077
415474397310031960-28,1078
4194610017906289285-419,1079
4493127171468972607-7,1080
4510116120736668164-112,1081
4524404918614946415-57,1082
4524404918614946415-52,1083
5058556111294892760-1,1084
5365157703249103110-1,1085
5746717366480365294-416,1086
5809509208570750241-784,1087
6617812660568724046-140,1088
6664035283339381219-1,1089
6766483060911746596-630,1090
7195734736887022891-13,1091
7498750829985757761-445,1092
7517017218477598374-467,1093
7612139066122394865-684,1094
8077132802771123500-614,1095
8299721273832369767-393,1096
8453748228585376625-512,1097
8958312233319356849-380,1098
9208223044468592446-1,1099
1138206321090559152-61,1100
2041438841064986901-114,1101
2405712278941543434-8,1102
2422095268467449809-1,1103
2678012174715818202-2,1104
277654733603612220-222,1105
3043900692065223937-5,1106
3102020898159289719-7,1107
3955697458450091739-181,1108
4226750606793049450-757,1109
4226750606793049450-755,1110
4265520366023478631-353,1111
4265520366023478631-354,1112
4279244599060524054-32,1113
5541139448392914526-138,1114
5626764938637591392-1,1115
6567550990390311926-381,1116
7403605523285344800-336,1117
7623319664811668956-477,1118
7767248369765422107-10,1119
7830313015250186592-3,1120
7917792724450034664-20,1121
7930568504105570203-1,1122
7953355139533414228-44,1123
8164616209944441205-236,1124
8292137800473128113-31,1125
8540184071732481561-616,1126
8841279970902992328-426,1127
8994284349722363060-27,1128
9116494650538843461-1,1129
1197096206789170128-1299,1130
1249896357206943749-135,1131
1412185604903953330-170,1132
1493272577420653421-42,1133
1526784158511570477-276,1134
1594607425911755410-274,1135
1870016555893217207-2,1136
1958550799819082958-6,1137
1984390066105483570-16,1138
2137740864092971240-8,1139
2424688681401016596-213,1140
2498156201425965062-935,1141
2875341105645729332-16,1142
2934266463390940690-989,1143
3135834767676490421-50,1144
3145807003083020854-1011,1145
3305358840545252072-37,1146
3318064229941738439-60,1147
4131739719717189984-1,1148
4557780954821381101-540,1149
4595362562939150544-1,1150
5040409762792826834-88,1151
5073319803670450124-100,1152
5241172240903267747-44,1153
5275191152106742014-1711,1154
5448543647176335931-300,1155
5504948250003434113-34,1156
5562932653630541300-189,1157
5880420054868079840-567,1158
590735408220427544-51,1159
